5.891302209	5.727646509	5.591262662	5.950108755	5.878984325	5.447101387	5.51603568	4.91675147	6.485798266
2.575987911	3.676398372	3.713620743	3.341435589	3.81199684	3.910046578	4.280237553	3.713282119	3.550722096
3.563854228	4.263923967	4.277504129	3.9543469	4.417045064	4.546671532	4.57521686	4.299714561	4.345552087
6.373815138	5.782083073	5.641606881	6.059844793	5.939889333	5.905063607	5.55833091	5.22902384	6.539187627
4.039915097	4.254399575	4.268375075	3.944241155	4.408013042	4.532567083	4.570375197	4.287872319	4.332836498
5.067409517	5.517881172	5.46816793	5.496445438	5.502448536	5.56094385	5.281125616	5.053577504	5.882994403
4.183448964	4.297015747	4.309218021	3.98952077	4.448298804	4.623857684	4.592060609	4.364446915	4.389671887
4.129634888	4.321663315	4.332834776	4.015784692	4.471451579	4.650879404	4.604629144	4.386525254	4.422471066
5.580549202	4.945092046	4.853813616	4.85934293	5.135965354	5.246363606	5.036474572	4.776005699	5.589153478
3.500106841	3.68706061	3.648410306	3.517153035	3.930620735	3.904995513	4.394517368	3.620131807	3.914429609
2.291843123	3.590037	3.63064708	3.252546019	3.717644517	3.833032948	4.237303748	3.635807193	3.432642731
5.841486751	5.185367082	5.082180432	5.145978357	5.372406722	5.338393448	5.169331877	4.841116138	5.885098743
3.528247509	4.130783461	4.149844236	3.81373412	4.274078565	4.351745715	4.507765054	4.130446152	4.16716645
2.996051781	4.032826372	4.055863967	3.711064123	4.178907149	4.251043511	4.458413644	4.03953995	4.035144713
6.105029288	5.084330125	5.060375503	4.880305383	5.151714968	5.349570893	5.01115611	4.909713941	5.395436726
3.24385744	3.889526957	3.926011301	3.561897609	4.038170405	4.147988016	4.400972564	3.964284723	3.829301742
3.808140461	4.643077951	4.646344093	4.349070952	4.735946039	4.961381785	4.776899486	4.659602981	4.800531782
4.900502409	5.000512475	4.911911249	4.904254336	5.180306974	5.048419825	5.070411833	4.659236832	5.60391616
1.715001395	3.268780531	3.330802321	2.938900318	3.375837228	3.501767752	4.100213628	3.307125166	3.004474594
4.551543287	4.549191266	4.556849214	4.247253446	4.653095723	4.866879472	4.728770375	4.585631677	4.682828802
4.555255197	4.551899278	4.559431962	4.250168339	4.655496448	4.86905933	4.730151125	4.587393325	4.686241634
4.410678973	5.002702187	4.987932446	4.759348347	5.049403365	5.076760751	4.968030167	4.748055098	5.236613865
5.94671776	5.367294706	5.258363025	5.360132891	5.503588401	5.56295215	5.27735373	5.044396688	6.026786156
4.407185706	4.98230861	4.968626848	4.734907904	5.031621638	5.048576511	4.956806887	4.726689806	5.212646267
3.098514987	4.413193539	4.427047548	4.102300318	4.531529995	4.695856347	4.659920625	4.447462015	4.510215152
2.375043752	3.624800286	3.672279129	3.29484075	3.768159024	3.876474732	4.272222882	3.69973327	3.478994876
2.276514279	3.670048494	3.715661574	3.340307986	3.815496161	3.947376878	4.294165795	3.770547029	3.539058597
2.772273158	3.524514013	3.576112021	3.194280643	3.661338867	3.778145789	4.22366467	3.599599864	3.345647094
4.880217954	4.971906087	4.958775701	4.722510045	5.022559219	5.280184779	4.951104208	4.900184132	5.200380143
4.970924808	5.081088897	5.062045103	4.855114239	5.118019205	5.323184681	5.011751194	4.931625051	5.327712073
2.716241524	3.293383282	3.279104737	3.131995989	3.502743865	3.506250791	4.222818863	3.216248481	3.389968769
2.037232074	3.194207722	3.259252128	2.864651797	3.288647632	3.432877127	4.06429372	3.231870728	2.904746812
6.350374632	5.963140153	5.809341967	6.583579503	6.219995329	5.646005871	5.72940458	5.106413969	6.606283717
2.51360957	3.614384913	3.662292553	3.284383811	3.757188826	3.852436319	4.267175137	3.675397271	3.465159839
2.492916465	3.548307427	3.598930008	3.218114474	3.686926997	3.780176844	4.23517662	3.601694021	3.377310732
6.52740685	5.866087759	5.79052222	6.377823699	6.030452356	5.777113057	5.583256699	5.280594906	6.11458752
6.25678918	5.863605396	5.788280017	6.366700671	6.024137807	5.762450479	5.580453393	5.26793278	6.11255575
4.410058695	4.273424735	4.218518628	4.119761715	4.530155272	4.498379566	4.699133276	4.204431657	4.687949118
3.919027282	4.157654888	4.111024657	3.993350417	4.400020848	4.355971663	4.653427213	4.102799064	4.51273174
6.301960281	5.899878023	5.818572779	6.666630183	6.2889674	5.677483721	5.635470882	5.288430779	6.03852447
4.746014797	5.661953124	5.603075094	5.757148332	5.681476534	5.376654406	5.393832492	5.025330028	5.842744358
2.640306339	4.151795424	4.180225213	3.819989809	4.267881695	4.214799876	4.539859592	4.053036926	4.144489636
3.445900098	4.233906266	4.258599866	3.90319731	4.342561945	4.328849152	4.579643397	4.158099775	4.247813519
6.078029945	5.789685401	5.719349567	6.118148047	5.8903198	5.615127207	5.509629525	5.22836779	5.951429956
5.968309959	5.74415785	5.678049091	5.971783188	5.805891253	5.610649457	5.465628664	5.224676318	5.91362169
4.533523861	4.617298194	4.623798743	4.302524387	4.68158614	4.852245162	4.769132868	4.607403802	4.720738962
6.571636613	5.898459949	5.817303023	6.655999692	6.274765441	5.658848453	5.633612988	5.255431736	6.037444062
6.755614195	5.854022937	5.777416327	6.386606604	6.05257181	5.575039242	5.578992775	5.180325576	6.003050677
6.232566971	5.870305425	5.792053108	6.47361716	6.111516648	5.59555024	5.598252852	5.198181769	6.015773594
6.075656566	5.866486181	5.788622092	6.452222871	6.096476325	5.590461137	5.59366267	5.19372434	6.012801768
6.316510156	5.866486181	5.788622092	6.452222871	6.096476325	5.590461137	5.59366267	5.19372434	6.012801768
6.532377446	5.862496995	5.785036957	6.430551855	6.081642579	5.590461137	5.588916601	5.19372434	6.009689533
6.350492314	5.883816355	5.80417962	6.555084401	6.17386926	5.630352042	5.614873059	5.229205169	6.02622512
6.633480423	5.896507318	5.8155543	6.641634312	6.257274698	5.630352042	5.631067608	5.229205169	6.03595464
6.065687862	5.880709907	5.801393011	6.535481331	6.157939141	5.615623186	5.610997205	5.215953506	6.023830607
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
								
