3.522532539	4.21039938	4.220922439	3.826614142	4.19967297	4.39315032	4.591360726	4.277382748	4.09496533
3.933466247	4.060333567	4.004362129	3.85788781	4.211814457	4.241503407	4.637456823	4.075051706	4.294447562
4.06326342	3.907699832	3.859283999	3.715484777	4.080589734	4.100628435	4.569233121	3.948426707	4.115291352
3.404255293	4.270255137	4.277659631	3.884522407	4.248302131	4.445917485	4.618829922	4.319855825	4.163360073
3.491432767	3.591670984	3.558579418	3.424654457	3.79751617	3.803535673	4.429385868	3.663939819	3.740390289
2.579943185	3.565488928	3.608088797	3.222849922	3.645856476	3.800270887	4.302384694	3.746946659	3.339785216
2.173910961	2.889165829	2.889254929	2.788916495	3.097995333	3.127577046	4.122323642	2.936279863	2.895841619
2.559910252	2.954192374	2.826492767	2.800122881	3.084657328	3.077006914	4.247227184	3.026766642	2.854525269
4.986249243	5.227156775	5.024166541	4.783953192	4.847082762	4.699433336	5.113065236	4.924133483	4.618619257
2.823569786	4.435719157	4.293731196	3.861532574	4.12470996	4.23147863	4.719148925	4.387697619	3.949819527
3.598692293	3.238425619	3.09497534	3.027210632	3.321846862	3.312311893	4.356599349	3.298864387	3.150421771
3.029264794	4.428661877	4.287145539	3.854854781	4.119062676	4.226668646	4.716083018	4.382582901	3.94327777
3.843621741	4.226768818	4.098402857	3.668912359	3.959396374	4.085296054	4.630027709	4.233068265	3.752995397
2.240440342	3.692079099	3.596195232	3.20820252	3.542824852	3.682532435	4.412693373	3.805412882	3.226352281
2.776947992	3.878352649	3.771453218	3.364919508	3.688020893	3.826735225	4.487122471	3.959758538	3.412848135
1.953515591	3.475862949	3.392477741	3.029686495	3.372695764	3.511165416	4.32747224	3.619036568	3.006868293
3.034439272	4.195389109	4.069013679	3.640775661	3.934825089	4.062711783	4.616903122	4.209259957	3.722919386
3.389009104	4.154472421	3.957847062	3.786498361	4.046167508	4.035731066	4.718651242	4.088512775	4.078185337
1.905999727	2.70987617	2.48044817	2.551611833	2.784660767	2.780332688	4.196601397	2.771602323	2.495165338
4.008090946	4.795491995	4.502325743	4.114282125	4.257753456	4.226985922	4.890610413	4.566075044	4.0027433
3.226460127	2.87950574	2.640181941	2.678888849	2.919555613	2.912660995	4.257925063	2.932130237	2.661430536
3.715047286	4.677285036	4.393627696	3.986522754	4.154082962	4.162155823	4.835508597	4.484831064	3.909459604
1.623130544	3.323743009	3.131130627	2.821841456	3.115662049	3.25264146	4.296213986	3.436319961	2.696667698
1.774464568	3.149920615	2.967771394	2.688058444	2.984378411	3.121592783	4.232193967	3.283951954	2.529616636
3.072370727	4.066182445	3.826585247	3.419433166	3.67006748	3.783093172	4.578641639	4.041013481	3.387839598
4.744863267	4.728061394	4.369447211	4.20365052	4.332673151	4.2130792	4.972713311	4.440071747	4.364047908
4.260496101	4.560245858	4.561200964	4.273543244	4.669178304	4.771461936	4.727515494	4.484039664	4.736723148
5.785239498	5.866801213	5.789473508	6.330674579	5.928521955	5.95581166	5.575684029	5.329560876	6.215263004
